Date,Year,Season,Food group,Sample no,Prey species,Length,Biomass,SL or TL,Unknown Col 1,Unknown Col 2,Species
20-Dec-08,2008,Early summer,Fish,566,Gymnoscopelus piabilis,3.36,19.42,125.73,,,trop
20-Dec-08,2008,Early summer,Fish,566,Gymnoscopelus piabilis,3.55,21.90,131.49,,,trop
20-Dec-08,2008,Early summer,Fish,567,Gymnoscopelus piabilis,2.91,13.95,111.14,,,trop
20-Dec-08,2008,Early summer,Fish,567,Gymnoscopelus piabilis,3.18,17.11,119.93,,,trop
20-Dec-08,2008,Early summer,Fish,567,Gymnoscopelus piabilis,3.55,21.90,131.49,,,trop
20-Dec-08,2008,Early summer,Fish,567,Gymnoscopelus piabilis,3.64,23.20,134.35,,,trop
20-Dec-08,2008,Early summer,Fish,568,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
20-Dec-08,2008,Early summer,Fish,568,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
20-Dec-08,2008,Early summer,Fish,569,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
20-Dec-08,2008,Early summer,Fish,569,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
20-Dec-08,2008,Early summer,Fish,569,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
20-Dec-08,2008,Early summer,Fish,569,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
20-Dec-08,2008,Early summer,Fish,569,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
20-Dec-08,2008,Early summer,Fish,569,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
20-Dec-08,2008,Early summer,Fish,569,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
20-Dec-08,2008,Early summer,Fish,571,Gymnoscopelus piabilis,3.18,17.11,119.93,,,trop
20-Dec-08,2008,Early summer,Fish,571,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,3.45,20.64,128.62,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
20-Dec-08,2008,Early summer,Fish,574,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.18,31.90,151.30,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
20-Dec-08,2008,Early summer,Fish,577,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
20-Dec-08,2008,Early summer,Fish,578,Gymnoscopelus piabilis,3.18,17.11,119.93,,,trop
20-Dec-08,2008,Early summer,Fish,578,Gymnoscopelus piabilis,3.36,19.42,125.73,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,2.91,13.95,111.14,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,3.09,16.02,117.01,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,3.73,24.54,137.20,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,3.91,27.35,142.87,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,3.91,27.35,142.87,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,3.91,27.35,142.87,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.00,28.82,145.69,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.00,28.82,145.69,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.00,28.82,145.69,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
30-Jan-09,2009,Early summer,Fish,679,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
30-Jan-09,2009,Early summer,Fish,680,Gymnoscopelus piabilis,3.64,23.20,134.35,,,trop
30-Jan-09,2009,Early summer,Fish,680,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,3.55,21.90,131.49,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,3.64,23.20,134.35,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
30-Jan-09,2009,Early summer,Fish,681,Gymnoscopelus piabilis,5.73,65.30,197.66,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,3.27,18.25,122.84,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,3.55,21.90,131.49,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,3.73,24.54,137.20,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.00,28.82,145.69,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.00,28.82,145.69,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.00,28.82,145.69,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
30-Jan-09,2009,Early summer,Fish,682,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
30-Jan-09,2009,Early summer,Fish,684,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
30-Jan-09,2009,Early summer,Fish,684,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
30-Jan-09,2009,Early summer,Fish,684,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
30-Jan-09,2009,Early summer,Fish,684,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,3.27,18.25,122.84,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,4.18,31.90,151.30,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,685,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,686,Gymnoscopelus piabilis,2.82,12.98,108.18,,,trop
30-Jan-09,2009,Early summer,Fish,686,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,686,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
30-Jan-09,2009,Early summer,Fish,687,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,688,Gymnoscopelus piabilis,2.91,13.95,111.14,,,trop
30-Jan-09,2009,Early summer,Fish,688,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,688,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
30-Jan-09,2009,Early summer,Fish,688,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,688,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.00,28.82,145.69,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.18,31.90,151.30,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
30-Jan-09,2009,Early summer,Fish,689,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
30-Jan-09,2009,Early summer,Fish,690,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
30-Jan-09,2009,Early summer,Fish,690,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,690,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,690,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
30-Jan-09,2009,Early summer,Fish,690,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,692,Gymnoscopelus piabilis,3.27,18.25,122.84,,,trop
30-Jan-09,2009,Early summer,Fish,693,Gymnoscopelus piabilis,3.73,24.54,137.20,,,trop
30-Jan-09,2009,Early summer,Fish,693,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
30-Jan-09,2009,Early summer,Fish,693,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,693,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
30-Jan-09,2009,Early summer,Fish,693,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
30-Jan-09,2009,Early summer,Fish,694,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
30-Jan-09,2009,Early summer,Fish,694,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
30-Jan-09,2009,Early summer,Fish,694,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
30-Jan-09,2009,Early summer,Fish,694,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
30-Jan-09,2009,Early summer,Fish,694,Gymnoscopelus piabilis,5.64,62.96,194.99,,,trop
30-Jan-09,2009,Early summer,Fish,694,Gymnoscopelus piabilis,5.64,62.96,194.99,,,trop
30-Jan-09,2009,Early summer,Fish,695,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
30-Jan-09,2009,Early summer,Fish,695,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
30-Jan-09,2009,Early summer,Fish,695,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
30-Jan-09,2009,Early summer,Fish,695,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
21-Feb-09,2009,Late summer,Fish,698,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,698,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,698,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
21-Feb-09,2009,Late summer,Fish,698,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,3.91,27.35,142.87,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,3.91,27.35,142.87,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,3.91,27.35,142.87,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,4.18,31.90,151.30,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,5.64,62.96,194.99,,,trop
21-Feb-09,2009,Late summer,Fish,700,Gymnoscopelus piabilis,5.91,70.11,202.98,,,trop
21-Feb-09,2009,Late summer,Fish,701,Gymnoscopelus piabilis,4.18,31.90,151.30,,,trop
21-Feb-09,2009,Late summer,Fish,701,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
21-Feb-09,2009,Late summer,Fish,701,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
21-Feb-09,2009,Late summer,Fish,702,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
21-Feb-09,2009,Late summer,Fish,703,Gymnoscopelus piabilis,3.09,16.02,117.01,,,trop
21-Feb-09,2009,Late summer,Fish,703,Gymnoscopelus piabilis,3.27,18.25,122.84,,,trop
21-Feb-09,2009,Late summer,Fish,703,Gymnoscopelus piabilis,3.36,19.42,125.73,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,4.27,33.50,154.09,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.18,51.98,181.54,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
21-Feb-09,2009,Late summer,Fish,704,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
21-Feb-09,2009,Late summer,Fish,705,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
21-Feb-09,2009,Late summer,Fish,705,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,705,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,705,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
21-Feb-09,2009,Late summer,Fish,705,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
21-Feb-09,2009,Late summer,Fish,705,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
21-Feb-09,2009,Late summer,Fish,706,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
21-Feb-09,2009,Late summer,Fish,706,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
21-Feb-09,2009,Late summer,Fish,708,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
21-Feb-09,2009,Late summer,Fish,708,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
21-Feb-09,2009,Late summer,Fish,710,Gymnoscopelus piabilis,4.09,30.34,148.50,,,trop
21-Feb-09,2009,Late summer,Fish,710,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
21-Feb-09,2009,Late summer,Fish,710,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
21-Feb-09,2009,Late summer,Fish,710,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
21-Feb-09,2009,Late summer,Fish,710,Gymnoscopelus piabilis,5.64,62.96,194.99,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,4.73,42.17,167.91,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,712,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
21-Feb-09,2009,Late summer,Fish,713,Gymnoscopelus piabilis,5.55,60.67,192.31,,,trop
21-Feb-09,2009,Late summer,Fish,714,Gymnoscopelus piabilis,3.82,25.93,140.04,,,trop
21-Feb-09,2009,Late summer,Fish,714,Gymnoscopelus piabilis,5.00,47.92,176.11,,,trop
21-Feb-09,2009,Late summer,Fish,714,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
21-Feb-09,2009,Late summer,Fish,714,Gymnoscopelus piabilis,5.27,54.08,184.24,,,trop
21-Feb-09,2009,Late summer,Fish,714,Gymnoscopelus piabilis,5.45,58.43,189.63,,,trop
21-Feb-09,2009,Late summer,Fish,715,Gymnoscopelus piabilis,3.91,27.35,142.87,,,trop
21-Feb-09,2009,Late summer,Fish,716,Gymnoscopelus piabilis,5.09,49.93,178.83,,,trop
21-Feb-09,2009,Late summer,Fish,716,Gymnoscopelus piabilis,5.73,65.30,197.66,,,trop
21-Feb-09,2009,Late summer,Fish,717,Gymnoscopelus piabilis,4.55,38.57,162.41,,,trop
21-Feb-09,2009,Late summer,Fish,718,Gymnoscopelus piabilis,3.73,24.54,137.20,,,trop
21-Feb-09,2009,Late summer,Fish,718,Gymnoscopelus piabilis,4.36,35.14,156.87,,,trop
21-Feb-09,2009,Late summer,Fish,718,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,718,Gymnoscopelus piabilis,5.36,56.23,186.94,,,trop
21-Feb-09,2009,Late summer,Fish,719,Gymnoscopelus piabilis,3.55,21.90,131.49,,,trop
21-Feb-09,2009,Late summer,Fish,719,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
21-Feb-09,2009,Late summer,Fish,720,Gymnoscopelus piabilis,2.82,12.98,108.18,,,trop
21-Feb-09,2009,Late summer,Fish,721,Gymnoscopelus piabilis,3.09,16.02,117.01,,,trop
21-Feb-09,2009,Late summer,Fish,721,Gymnoscopelus piabilis,3.36,19.42,125.73,,,trop
21-Feb-09,2009,Late summer,Fish,721,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
21-Feb-09,2009,Late summer,Fish,721,Gymnoscopelus piabilis,4.45,36.83,159.64,,,trop
21-Feb-09,2009,Late summer,Fish,721,Gymnoscopelus piabilis,4.64,40.35,165.16,,,trop
21-Feb-09,2009,Late summer,Fish,721,Gymnoscopelus piabilis,4.82,44.04,170.65,,,trop
21-Feb-09,2009,Late summer,Fish,721,Gymnoscopelus piabilis,4.91,45.96,173.39,,,trop
